date,store_id,sku_id,daily_quantity,daily_net_revenue,daily_gross_revenue,transaction_count,is_promoted,max_discount_pct,channel_instore_txns,channel_online_txns,channel_mobile_txns,year,month,day,day_of_week,day_of_year,quarter,is_weekend,is_month_start,is_month_end,is_q4_holiday_season,is_feb_trough,sin_dow,cos_dow,sin_month,cos_month,sin_doy,cos_doy,city,store_type,store_age_years,category,subcategory,brand,unit_price,cost_price,gross_margin_amount,gross_margin_rate,promo_type,target_type,stock_on_hand,reorder_point,safety_stock,stock_to_reorder_ratio,is_initial_below_safety,is_initial_out_of_stock,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_mean_28,rolling_mean_90,demand_velocity_7_28
2022-12-10,ST01,SKU00001,2,1626.82,1626.82,1,0,0.0,1,0,0,2022,12,10,6,344,4,1,0,0,1,0,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,-0.3574644155648614,0.9339267592294762,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,1,2,,,1.8571428571428572,0.8997354108424375,,,,
2023-01-09,ST01,SKU00001,5,4067.05,4067.05,2,0,0.0,2,0,0,2023,1,9,1,9,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.1542040475626894,0.988039023376751,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,2,3,,,1.8571428571428572,0.8997354108424375,,,,
2023-02-18,ST01,SKU00001,1,813.41,813.41,1,0,0.0,1,0,0,2023,2,18,6,49,1,1,0,0,0,1,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.746588114532413,0.6652865452111116,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,5,1,,,2.142857142857143,1.4638501094227998,,,,
2023-03-08,ST01,SKU00001,4,2349.13,3253.64,1,1,27.8,1,0,0,2023,3,8,3,67,1,0,0,0,0,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0.9138076496466615,0.4061472386305789,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,Percentage Discount,Category,,,,,,,1,3,,,2.142857142857143,1.4638501094227998,,,,
2023-03-11,ST01,SKU00001,2,1174.56,1626.82,1,1,27.8,1,0,0,2023,3,11,6,70,1,1,0,0,0,0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.9335418911179212,0.35846832151248087,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,Percentage Discount,Category,,,,,,,4,1,3,,2.2857142857142856,1.6035674514745464,2.357142857142857,,,
2023-05-17,ST01,SKU00001,2,1626.82,1626.82,1,0,0.0,1,0,0,2023,5,17,3,137,2,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.5000000000000003,-0.8660254037844385,0.7067265555776158,-0.7074868024503348,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,2,2,4,,2.4285714285714284,1.511857892036909,2.2857142857142856,,,
2023-06-14,ST01,SKU00001,1,813.41,813.41,1,0,0.0,0,1,0,2023,6,14,3,165,2,0,0,0,0,0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0.2985688173637202,-0.9543881083175908,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,2,1,1,,2.4285714285714284,1.5118578920369088,2.142857142857143,,,
2023-06-26,ST01,SKU00001,2,1626.82,1626.82,1,0,0.0,0,0,1,2023,6,26,1,177,2,0,0,0,0,0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0.0966127018812031,-0.9953220513156602,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,1,2,2,,2.4285714285714284,1.5118578920369088,2.142857142857143,,,
2023-07-21,ST01,SKU00001,1,813.41,813.41,1,0,0.0,1,0,0,2023,7,21,5,202,3,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,-0.3271603271220951,-0.9449688462364056,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,2,5,3,,2.4285714285714284,1.5118578920369088,2.142857142857143,,,
2023-08-16,ST01,SKU00001,2,1626.82,1626.82,1,0,0.0,1,0,0,2023,8,16,3,228,3,0,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,-0.7036774074790128,-0.7105196029692745,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,1,1,1,,1.8571428571428572,1.0690449676496976,2.0,,,
2023-08-25,ST01,SKU00001,2,1420.21,1626.82,1,1,12.7,0,0,1,2023,8,25,5,237,3,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,-0.8048257371083452,-0.593511190196115,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,BOGO,All,,,,,,,2,4,3,,2.0,1.0,2.0714285714285716,,,
2023-10-25,ST01,SKU00001,2,906.14,1626.82,1,1,44.3,0,1,0,2023,10,25,3,298,4,0,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.866025403784439,0.49999999999999933,-0.9155458729775467,0.40221356823680365,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,Bundle Offer,Category,,,,,,,2,2,1,,1.7142857142857142,0.4879500364742666,2.0,,,
2023-12-01,ST01,SKU00001,1,813.41,813.41,1,0,0.0,1,0,0,2023,12,1,5,335,4,0,1,0,1,0,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,-0.4972040784469378,0.8676336233547726,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,2,2,2,,1.7142857142857142,0.48795003647426666,2.0714285714285716,,,
2023-12-23,ST01,SKU00001,1,570.2,813.41,1,1,29.9,1,0,0,2023,12,23,6,357,4,1,0,0,1,0,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,-0.14144406768794202,0.9899462489023779,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,Percentage Discount,All,,,,,,,1,1,1,,1.5714285714285714,0.5345224838248488,2.0,,,
2024-01-11,ST01,SKU00001,1,813.41,813.41,1,0,0.0,1,0,0,2024,1,11,4,11,1,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.18809941761179758,0.9821499931752291,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,1,2,2,,1.5714285714285714,0.5345224838248488,2.0,,,
2024-01-30,ST01,SKU00001,1,421.35,813.41,1,1,48.2,1,0,0,2024,1,30,2,30,1,0,0,1,0,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0.49346814167723724,0.8697638720650647,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,Clearance,All,,,,,,,1,1,5,,1.4285714285714286,0.5345224838248488,1.9285714285714286,,,
2024-02-03,ST01,SKU00001,1,813.41,813.41,1,0,0.0,1,0,0,2024,2,3,6,34,1,1,1,0,0,1,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.5521013427459208,0.8337770129585915,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,1,2,1,,1.4285714285714286,0.5345224838248488,1.6428571428571428,,,
2024-02-26,ST01,SKU00001,1,813.41,813.41,1,0,0.0,1,0,0,2024,2,26,1,57,1,0,0,0,0,1,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.8307970168121247,0.5565755266413303,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,1,2,4,,1.2857142857142858,0.48795003647426666,1.6428571428571428,,,
2024-03-03,ST01,SKU00001,2,1626.82,1626.82,1,0,0.0,0,0,1,2024,3,3,7,63,1,1,1,0,0,0,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,0.8837203473619977,0.4680153284438345,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,1,2,2,3,1.1428571428571428,0.3779644730092272,1.4285714285714286,1.8928571428571428,,0.6037416891183107
2024-03-19,ST01,SKU00001,2,914.27,1626.82,1,1,43.8,1,0,0,2024,3,19,2,79,1,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0.9776530844816641,0.2102247521189836,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,BOGO,All,,,,,,,2,1,2,4,1.1428571428571428,0.37796447300922714,1.4285714285714286,1.8571428571428572,,0.615351481074096
2024-04-17,ST01,SKU00001,5,2041.66,4067.0499999999997,1,1,49.8,0,1,0,2024,4,17,3,108,2,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0.9590788900341131,-0.28313898122818354,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,Bundle Offer,All,,,,,,,2,1,1,1,1.2857142857142858,0.4879500364742665,1.4285714285714286,1.7857142857142858,,0.7199596822577936
2024-04-18,ST01,SKU00001,1,813.41,813.41,1,0,0.0,0,1,0,2024,4,18,4,109,2,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0.9540665500578387,-0.2995947563972602,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,5,1,2,2,1.8571428571428572,1.4638501094227998,1.7142857142857142,1.9285714285714286,,0.9629130341389706
2024-05-28,ST01,SKU00001,1,663.74,813.41,1,1,18.4,0,0,1,2024,5,28,2,149,2,0,0,1,0,0,0.9749279121818236,-0.22252093395631434,0.5000000000000003,-0.8660254037844385,0.5467112728685939,-0.8373211953118121,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,Clearance,Category,,,,,,,1,1,1,3,1.8571428571428572,1.4638501094227998,1.6428571428571428,1.8928571428571428,,0.981080244817255
2024-07-19,ST01,SKU00001,2,1259.16,1626.82,1,1,22.6,1,0,0,2024,7,19,5,201,3,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,-0.3108569682435036,-0.9504567035349151,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,Flat Discount,All,,,,,,,1,1,2,1,1.8571428571428572,1.4638501094227998,1.6428571428571428,1.8214285714285714,,1.0195518677405946
2024-07-20,ST01,SKU00001,4,2518.32,3253.64,1,1,22.6,1,0,0,2024,7,20,6,202,3,1,0,0,0,0,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,-0.3271603271220951,-0.9449688462364056,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,Flat Discount,All,,,,,,,2,1,2,3,2.0,1.4142135623730951,1.6428571428571428,1.8571428571428572,,1.076865091879668
2024-08-11,ST01,SKU00001,2,1626.82,1626.82,1,0,0.0,0,1,0,2024,8,11,7,224,3,1,0,0,0,0,-2.4492935982947064e-16,1.0,-0.8660254037844385,-0.5000000000000004,-0.65316012232693,-0.7572198192083127,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,4,2,2,1,2.4285714285714284,1.5118578920369088,1.7857142857142858,1.8928571428571428,,1.2829510893764102
2024-09-18,ST01,SKU00001,4,3253.64,3253.64,1,0,0.0,1,0,0,2024,9,18,3,262,3,0,0,0,0,0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,-0.9789888737409319,-0.20391367068311472,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,2,2,1,2,2.4285714285714284,1.511857892036909,1.7857142857142858,1.9285714285714286,,1.2591939677201922
2024-10-17,ST01,SKU00001,2,1626.82,1626.82,1,0,0.0,1,0,0,2024,10,17,4,291,4,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.866025403784439,0.49999999999999933,-0.957232443323312,0.28931997761869527,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,4,5,1,1,2.7142857142857144,1.6035674514745462,2.0,2.0,,1.3570750033926875
2024-11-03,ST01,SKU00001,1,813.41,813.41,1,0,0.0,1,0,0,2024,11,3,7,308,4,1,1,0,1,0,-2.4492935982947064e-16,1.0,-0.5000000000000012,0.8660254037844379,-0.8331829385891785,0.5529974600700271,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,2,1,1,2,2.2857142857142856,1.2535663410560174,2.0714285714285716,2.0357142857142856,,1.1227518648206753
2024-11-06,ST01,SKU00001,4,3253.64,3253.64,1,0,0.0,0,0,1,2024,11,6,3,311,4,0,0,0,1,0,0.43388373911755823,-0.900968867902419,-0.5000000000000012,0.8660254037844379,-0.8035476485339116,0.5952404359043674,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,1,1,1,5,2.2857142857142856,1.2535663410560174,2.0714285714285716,2.0,,1.1428000028569998
2024-11-16,ST01,SKU00001,2,1626.82,1626.82,1,0,0.0,1,0,0,2024,11,16,6,321,4,1,0,0,1,0,-0.7818314824680299,0.6234898018587334,-0.5000000000000012,0.8660254037844379,-0.6897960046655887,0.7240037789593305,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,4,2,1,1,2.7142857142857144,1.2535663410560174,2.2857142857142856,1.9642857142857142,,1.3817478382918689
2024-12-03,ST01,SKU00001,3,2440.23,2440.23,1,0,0.0,1,0,0,2024,12,3,2,338,4,0,1,0,1,0,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,-0.451785789832884,0.8921264484954345,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,2,4,1,4,2.7142857142857144,1.2535663410560174,2.357142857142857,2.0,,1.3570750033926875
2024-12-19,ST01,SKU00001,2,1626.82,1626.82,1,0,0.0,1,0,0,2024,12,19,4,354,4,0,0,0,1,0,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,-0.19232150523909483,0.9813319716704275,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,3,2,2,2,2.5714285714285716,1.1338934190276817,2.5,1.9642857142857142,,1.309024267855455
2025-02-08,ST01,SKU00001,2,906.14,1626.82,1,1,44.3,0,0,1,2025,2,8,6,39,1,1,0,0,0,1,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.6216868902665478,0.7832658619336792,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,Bundle Offer,All,,,,,,,2,4,2,2,2.5714285714285716,1.1338934190276817,2.5,1.9642857142857142,,1.309024267855455
2025-03-05,ST01,SKU00001,1,813.41,813.41,1,0,0.0,1,0,0,2025,3,5,3,64,1,0,0,0,0,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0.8916401947968874,0.45274469960737107,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,2,2,5,1,2.2857142857142856,0.9511897312113419,2.5,1.9642857142857142,,1.1635771269826263
2025-05-10,ST01,SKU00001,1,813.41,813.41,1,0,0.0,0,0,1,2025,5,10,6,130,2,1,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.5000000000000003,-0.8660254037844385,0.7865965660866021,-0.6174672802835514,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,1,1,1,2,2.142857142857143,1.0690449676496976,2.2142857142857144,1.9642857142857142,,1.0908535565462123
2025-05-26,ST01,SKU00001,1,813.41,813.41,1,0,0.0,0,1,0,2025,5,26,1,146,2,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.5000000000000003,-0.8660254037844385,0.5891760872322963,-0.8080046647350754,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,1,4,1,1,2.142857142857143,1.0690449676496976,2.2142857142857144,1.9285714285714286,,1.1110535009295814
2025-06-28,ST01,SKU00001,2,1626.82,1626.82,1,0,0.0,0,0,1,2025,6,28,6,179,2,1,0,1,0,0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0.062318379354325076,-0.998056320853012,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,1,2,2,2,1.7142857142857142,0.7559289460184545,2.2142857142857144,1.9285714285714286,,0.8888428007436651
2025-08-30,ST01,SKU00001,2,1626.82,1626.82,1,0,0.0,0,1,0,2025,8,30,6,242,3,1,0,1,0,0,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,-0.852836721769459,-0.5221776766595088,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,2,3,4,2,1.7142857142857142,0.7559289460184545,2.2142857142857144,1.9285714285714286,,0.8888428007436651
2025-10-02,ST01,SKU00001,1,813.41,813.41,1,0,0.0,1,0,0,2025,10,2,4,275,4,0,1,0,0,0,-0.433883739117558,-0.9009688679024191,-0.866025403784439,0.49999999999999933,-0.999832969770105,0.018276557681691223,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,2,2,2,2,1.5714285714285714,0.5345224838248488,2.0714285714285716,1.9285714285714286,,0.8147725673483597
2025-10-21,ST01,SKU00001,1,813.41,813.41,1,0,0.0,1,0,0,2025,10,21,2,294,4,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.866025403784439,0.49999999999999933,-0.94103363474512,0.3383130181923067,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,1,2,4,1,1.4285714285714286,0.5345224838248488,2.0,1.8928571428571428,,0.7546771113978885
2025-10-30,ST01,SKU00001,4,3253.64,3253.64,1,0,0.0,1,0,0,2025,10,30,4,303,4,0,0,1,0,0,-0.433883739117558,-0.9009688679024191,-0.866025403784439,0.49999999999999933,-0.8776087166898392,0.4793776594606945,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,1,1,2,1,1.2857142857142858,0.4879500364742666,1.7857142857142858,1.8928571428571428,,0.6792094002580996
2025-11-24,ST01,SKU00001,1,813.41,813.41,1,0,0.0,1,0,0,2025,11,24,1,328,4,0,0,0,1,0,0.7818314824680298,0.6234898018587336,-0.5000000000000012,0.8660254037844379,-0.5978291414589552,0.801623551065242,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,4,1,1,1,1.7142857142857142,1.1126972805283737,1.9285714285714286,2.0,,0.8571000021427498
2025-12-09,ST01,SKU00001,1,813.41,813.41,1,0,0.0,0,1,0,2025,12,9,2,343,4,0,0,0,1,0,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,-0.37347653741307074,0.9276396261490467,Quetta,Convenience Store,8.48186173853525,Home & Kitchen,Cookware,NutriPlus,813.41,619.77,193.64,0.23805952717571705,No_Promotion,None,,,,,,,1,1,4,1,1.7142857142857142,1.1126972805283737,1.9285714285714286,2.0,,0.8571000021427498
2022-01-02,ST01,SKU00002,1,70.38,70.38,1,0,0.0,0,1,0,2022,1,2,7,2,1,1,1,0,0,0,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,0.03439806061360801,0.9994082116062598,Quetta,Convenience Store,8.48186173853525,Dairy & Bakery,Bread,CrispKing,70.38,49.57,20.809999999999995,0.29568059107701045,No_Promotion,None,0,87,39,0.0,1,1,,,,,,,,,,
2022-01-03,ST01,SKU00002,1,70.38,70.38,1,0,0.0,1,0,0,2022,1,3,1,3,1,0,1,0,0,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.051584366869408364,0.9986686402879997,Quetta,Convenience Store,8.48186173853525,Dairy & Bakery,Bread,CrispKing,70.38,49.57,20.809999999999995,0.29568059107701045,No_Promotion,None,0,87,39,0.0,1,1,1,,,,,,,,,
